--------------------------------------------------------------------------------------------------------------
Script started on Tue, Feb 06, 2018  3:08:55 PM
-------------------------------------------------------------------------------------------------------------- $> cygcheck -c && pip3 list format=columns
Cygwin Package Information
Package                                             Version                          Status
perl-HTML-Parser                                    3.72-2                           OK
perl-HTML-Tagset                                    3.20-6                           OK
perl-HTTP-Cookies                                   6.04-2                           OK
perl-HTTP-Daemon                                    6.01-6                           OK
perl-HTTP-Date                                      6.02-6                           OK
perl-HTTP-Message                                   6.14-1                           OK
perl-HTTP-Negotiate                                 6.01-6                           OK
perl-Image-Magick                                   6.9.9.11-3                       OK
perl-IO-HTML                                        1.001-3                          OK
perl-IO-Socket-SSL                                  2.052-1                          OK
perl-IO-String                                      1.08-6                           OK
perl-IPC-Cmd                                        0.98-2                           OK
perl-IPC-Run3                                       0.048-3                          OK
perl-libwww-perl                                    6.31-1                           OK
perl-libxml-perl                                    0.08-6                           OK
perl-Lingua-Translit                                0.28-1                           OK
perl-List-AllUtils                                  0.14-2                           OK
perl-List-SomeUtils                                 0.56-2                           OK
perl-List-SomeUtils-XS                              0.56-1                           OK
perl-List-UtilsBy                                   0.10-2                           OK
perl-Log-Log4perl                                   1.49-2                           OK
perl-LWP-MediaTypes                                 6.02-6                           OK
perl-LWP-Protocol-https                             6.07-2                           OK
perl-MailTools                                      2.19-1                           OK
perl-MIME-Charset                                   1.012.2-2                        OK
perl-MIME-tools                                     5.508-2                          OK
perl-Module-Implementation                          0.09-2                           OK
perl-Module-Load-Conditional                        0.68-2                           OK
perl-Module-Runtime                                 0.016-1                          OK
perl-Mojolicious                                    7.60-1                           OK
perl-Mozilla-CA                                     20160104-2                       OK
perl-MRO-Compat                                     0.13-2                           OK
perl-namespace-autoclean                            0.28-2                           OK
perl-namespace-clean                                0.27-2                           OK
perl-Net-HTTP                                       6.17-1                           OK
perl-Net-SMTP-SSL                                   1.04-2                           OK
perl-Net-SSLeay                                     1.82-1                           OK
perl-Number-Compare                                 0.03-6                           OK
perl-Package-DeprecationManager                     0.17-2                           OK
perl-Package-Stash                                  0.37-3                           OK
perl-Package-Stash-XS                               0.28-4                           OK
perl-Params-Util                                    1.07-6                           OK
perl-Params-Validate                                1.29-2                           OK
perl-Params-ValidationCompiler                      0.26-1                           OK
perl-Pod-Simple                                     3.35-2                           OK
perl-Proc-ProcessTable                              0.53-2                           OK
perl-Regexp-Common                                  2017060201-2                     OK
perl-Role-Tiny                                      2.000006-1                       OK
perl-Scalar-List-Utils                              1.49-1                           OK
perl-Socket                                         2.024-3                          OK
perl-Sort-Key                                       1.33-2                           OK
perl-Specio                                         0.42-1                           OK
perl-Stow                                           2.2.2-2                          OK
perl-Sub-Exporter-Progressive                       0.001013-2                       OK
perl-Sub-Identify                                   0.14-2                           OK
perl-Sub-Install                                    0.928-3                          OK
perl-Sub-Name                                       0.21-2                           OK
perl-Sub-Quote                                      2.004000-2                       OK
perl-TermReadKey                                    2.37-2                           OK
perl-Test-Fatal                                     0.014-3                          OK
perl-Test-Harness                                   3.39-2                           OK
perl-Text-BibTeX                                    0.85-1                           OK
perl-Text-CharWidth                                 0.04-4                           OK
perl-Text-CSV                                       1.95-2                           OK
perl-Text-Glob                                      0.11-2                           OK
perl-Text-Roman                                     3.5-2                            OK
perl-Text-WrapI18N                                  0.06-4                           OK
perl-Tie-Cycle                                      1.225-2                          OK
perl-TimeDate                                       2.30-3                           OK
perl-Tk                                             804.034-1                        OK
perl-Tk-Pod                                         0.9943-1                         OK
perl-Try-Tiny                                       0.28-2                           OK
perl-Unicode-Collate                                1.25-1                           OK
perl-Unicode-LineBreak                              2017.004-2                       OK
perl-Unicode-Normalize                              1.25-2                           OK
perl-URI                                            1.72-2                           OK
perl-Variable-Magic                                 0.62-1                           OK
perl-WWW-RobotRules                                 6.02-6                           OK
perl-XML-DOM                                        1.46-2                           OK
perl-XML-LibXML                                     2.0132-1                         OK
perl-XML-LibXML-Simple                              0.99-1                           OK
perl-XML-LibXSLT                                    1.95-3                           OK
perl-XML-NamespaceSupport                           1.12-2                           OK
perl-XML-Parser                                     2.44-3                           OK
perl-XML-RegExp                                     0.04-3                           OK
perl-XML-SAX                                        0.99-6                           OK
perl-XML-SAX-Base                                   1.09-2                           OK
perl-XML-SAX-Expat                                  0.51-3                           OK
perl-XML-Simple                                     2.24-2                           OK
perl-XML-Writer                                     0.625-2                          OK
perl-YAML                                           1.24-1                           OK
perl_autorebase                                     5.26.1-1                         OK
perl_base                                           5.26.1-1                         OK
ping                                                1.0.2-1                          OK
pkg-config                                          0.29.1-1                         OK
pl                                                  7.2.3-1                          OK
pl-devel                                            7.2.3-1                          OK
pl-odbc                                             7.2.3-1                          OK
pl-static                                           7.2.3-1                          OK
pl-xpce                                             7.2.3-1                          OK
plasma-sdk                                          5.8.8-1                          OK
po4a                                                0.52-1                           OK
poco                                                1.8.1-1                          OK
poco-doc                                            1.8.1-1                          OK
poedit                                              1.8.13-1                         OK
poppler-data                                        0.4.8-1                          OK
poppler-data-devel                                  0.4.8-1                          OK
postgresql-devel                                    9.6.6-1                          OK
poxml                                               17.08.3-1                        OK
presentproto                                        1.1-1                            OK
preview-latex                                       11.92-1                          OK
pristine-tar                                        1.28-4                           OK
procps-ng                                           3.3.12-2                         OK
psl-make-dafsa                                      0.18.0-1                         OK
pstoedit-devel                                      3.70-2                           OK
publicsuffix-list-dafsa                             20171028-1                       OK
putty                                               0.69-1                           OK
pv                                                  1.4.12-1                         OK
pylint                                              1.3.1-1                          OK
python                                              2.7.14-1                         OK
python-avahi                                        0.6.32-1                         OK
python-beautifulsoup                                3.2.1-1                          OK
python-bonobo2                                      2.28.1-3                         OK
python-bsddb3                                       6.2.4-1                          OK
python-cairo                                        1.12.0-1                         OK
python-cffi                                         1.9.1-1                          OK
python-chardet                                      2.3.0-1                          OK
python-chm                                          0.8.4-12                         OK
python-cloudfiles                                   1.7.11-1                         OK
python-configobj                                    5.0.6-1                          OK
python-crypto                                       2.6-1                            OK
python-cryptography                                 1.8.1-1                          OK
python-dbus                                         1.2.4-2                          OK
python-dbus-devel                                   1.2.4-2                          OK
python-discid                                       1.1.0-1                          OK
python-docutils                                     0.13.1-2                         OK
python-egg                                          2.29.0-2                         OK
python-enum34                                       1.1.6-1                          OK
python-fastimport                                   0.9.2-2                          OK
python-feedparser                                   5.0.1-2                          OK
python-gamin                                        0.1.10-15                        OK
python-gconf2                                       2.28.1-3                         OK
python-gdal                                         2.2.2-3                          OK
python-gdata                                        2.0.18-1                         OK
python-gi                                           3.24.1-1                         OK
python-gi-common                                    3.24.1-1                         OK
python-gi-devel                                     3.24.1-1                         OK
python-gnome2                                       2.28.1-3                         OK
python-gnomecanvas2                                 2.28.1-3                         OK
python-gnomekeyring                                 2.32.0-7                         OK
python-gnomevfs2                                    2.28.1-3                         OK
python-gobject                                      2.28.6-5                         OK
python-gobject-devel                                2.28.6-5                         OK
python-goocanvas                                    0.14.1-4                         OK
python-gtk2.0                                       2.24.0-3                         OK
python-gtk2.0-demo                                  2.24.0-3                         OK
python-gtk2.0-devel                                 2.24.0-3                         OK
python-gtksourceview2                               2.10.1-2                         OK
python-gtkspell                                     2.29.0-2                         OK
python-gtop2                                        2.32.0-7                         OK
python-gv                                           2.40.1-3                         OK
python-h5py                                         2.5.0-1                          OK
python-htmltmpl                                     1.22-3                           OK
python-imaging                                      4.1.1-1                          OK
python-jinja2                                       2.9.6-1                          OK
python-lcms                                         1.19-5                           OK
python-libxml2                                      2.9.4-2                          OK
python-libxslt                                      1.1.29-1                         OK
python-logilab-astng                                0.24.3-1                         OK
python-logilab-common                               1.3.0-1                          OK
python-lxml                                         3.7.3-1                          OK
python-mako                                         1.0.6-1                          OK
python-markupsafe                                   0.23-2                           OK
python-mx                                           3.2.5-1                          OK
python-numpy                                        1.11.2-1                         OK
python-odf                                          0.9.5-1                          OK
python-openssl                                      16.2.0-1                         OK
python-orbit                                        2.24.0-12                        OK
python-orbit-devel                                  2.24.0-12                        OK
python-paramiko                                     1.15.2+20150921+git7b33770-1     OK
python-ply                                          3.9-1                            OK
python-pyasn1                                       0.2.3-1                          OK
python-pyatspi-common                               2.24.0-1                         OK
python-pycparser                                    2.17-1                           OK
python-pygments                                     2.2.0-1                          OK
python-pykde4                                       4.14.3-4                         OK
python-pykde4-common                                4.14.3-4                         OK
python-pykde4-devel                                 4.14.3-4                         OK
python-pynotify                                     0.1.1-5                          OK
python-pypdf                                        1.13-2                           OK
python-pyqt4                                        4.12.1-1                         OK
python-pyqt4-common                                 4.12.1-1                         OK
python-pyqt4-devel                                  4.12.1-1                         OK
python-pyqt5-common                                 5.9.2-1                          OK
python-pyqt5-devel                                  5.9.2-1                          OK
python-pyqt5-qt3d-common                            5.9.2-1                          OK
python-pyqt5-qt3d-devel                             5.9.2-1                          OK
python-pyqt5-qtchart-common                         5.9.2-1                          OK
python-pyqt5-qtchart-devel                          5.9.2-1                          OK
python-pyqt5-qtdatavisualization-common             5.9.2-1                          OK
python-pyqt5-qtdatavisualization-devel              5.9.2-1                          OK
python-pyrex                                        0.9.9-3                          OK
python-reportlab                                    3.4.0-1                          OK
python-requests                                     2.13.0-1                         OK
python-rsvg2                                        2.32.0-7                         OK
python-setuptools                                   34.3.2-1                         OK
python-simplejson                                   3.10.0-1                         OK
python-sip                                          4.19.6-1                         OK
python-sip-devel                                    4.19.6-1                         OK
python-six                                          1.10.0-1                         OK
python-sphinx                                       1.6.5-1                          OK
python-tdb                                          1.2.11-2                         OK
python-tkinter                                      2.7.14-1                         OK
python-totem-plparser                               2.32.0-7                         OK
python-twisted                                      16.6.0-1                         OK
python-urllib3                                      1.20-1                           OK
python-webkit                                       1.1.8-2                          OK
python-webkit-devel                                 1.1.8-2                          OK
python-wnck                                         2.32.0-7                         OK
python-yaml                                         3.12-1                           OK
python-zeitgeist                                    0.9.14-2                         OK
python-zope.interface                               4.3.3-1                          OK
python2                                             2.7.14-1                         OK
python2-alabaster                                   0.7.10-1                         OK
python2-appdirs                                     1.4.3-1                          OK
python2-asn1crypto                                  0.22.0-1                         OK
python2-attrs                                       16.3.0-1                         OK
python2-avogadro                                    1.2.0-2                          OK
python2-babel                                       2.5.1-1                          OK
python2-backports.shutil_get_terminal_size          1.0.0-1                          OK
python2-backports.ssl_match_hostname                3.5.0.1-1                        OK
python2-boost.mpi                                   1.64.0-1                         OK
python2-botan                                       1.10.17-1                        OK
python2-boto                                        2.46.1-1                         OK
python2-bs4                                         4.6.0-1                          OK
python2-bsddb3                                      6.2.4-1                          OK
python2-bugzilla                                    2.0.0-1                          OK
python2-caca                                        0.99.beta19-4                    OK
python2-cairo                                       1.12.0-1                         OK
python2-cairo-devel                                 1.12.0-1                         OK
python2-certifi                                     2017.4.17-1                      OK
python2-cffi                                        1.9.1-1                          OK
python2-chardet                                     2.3.0-1                          OK
python2-clang                                       5.0.1-1                          OK
python2-constantly                                  15.1.0-1                         OK
python2-cryptography                                1.8.1-1                          OK
python2-cython                                      0.25.2-1                         OK
python2-dbus                                        1.2.4-2                          OK
python2-decorator                                   4.0.11-1                         OK
python2-devel                                       2.7.14-1                         OK
python2-docutils                                    0.13.1-2                         OK
python2-dropbox                                     6.5.0-1                          OK
python2-enchant                                     1.6.11-1                         OK
python2-enum34                                      1.1.6-1                          OK
python2-faulthandler                                2.6-1                            OK
python2-future                                      0.16.0-1                         OK
python2-futures                                     3.1.1-1                          OK
python2-gi                                          3.24.1-1                         OK
python2-gst1.0                                      1.12.4-1                         OK
python2-gv                                          2.40.1-3                         OK
python2-html5lib                                    0.999999999-1                    OK
python2-httplib2                                    0.9.2-1                          OK
python2-idna                                        2.5-1                            OK
python2-imagesize                                   0.7.1-1                          OK
python2-imaging                                     4.1.1-1                          OK
python2-imaging-devel                               4.1.1-1                          OK
python2-imaging-qt                                  4.1.1-1                          OK
python2-imaging-tk                                  4.1.1-1                          OK
python2-incremental                                 16.10.1-1                        OK
python2-ipaddr                                      2.1.11-1                         OK
python2-ipaddress                                   1.0.18-1                         OK
python2-ipython                                     4.2.1-1                          OK
python2-ipython_genutils                            0.1.0-1                          OK
python2-isc                                         9.11.2-1                         OK
python2-isodate                                     0.5.4-1                          OK
python2-jinja2                                      2.9.6-1                          OK
python2-libproxy                                    0.4.14-2                         OK
python2-libpst                                      0.6.71-1                         OK
python2-libxml2                                     2.9.4-2                          OK
python2-linkgrammar                                 5.3.16-2                         OK
python2-lockfile                                    0.12.2-1                         OK
python2-lxml                                        3.7.3-1                          OK
python2-magic                                       5.30-1                           OK
python2-mako                                        1.0.6-1                          OK
python2-marisa                                      0.2.4-3                          OK
python2-markupsafe                                  0.23-2                           OK
python2-matemenu                                    1.18.0-1                         OK
python2-ming                                        0.4.8-1                          OK
python2-musicbrainzngs                              0.6-1                            OK
python2-mutagen                                     1.38-1                           OK
python2-nghttp2                                     1.23.1-1                         OK
python2-nose                                        1.3.7-1                          OK
python2-numpy                                       1.11.2-1                         OK
python2-openbabel                                   2.3.2-6                          OK
python2-opengl                                      3.1.0-2                          OK
python2-opengl-accelerate                           3.1.0-2                          OK
python2-openssl                                     16.2.0-1                         OK
python2-packaging                                   16.8-1                           OK
python2-pathlib2                                    2.1.0-1                          OK
python2-pbr                                         1.10.0-1                         OK
python2-pexpect                                     4.2.1-1                          OK
python2-pickleshare                                 0.7.4-1                          OK
python2-pip                                         9.0.1-1                          OK
python2-ply                                         3.9-1                            OK
python2-ptyprocess                                  0.5.1-1                          OK
python2-pyasn1                                      0.2.3-1                          OK
python2-pyasn1-modules                              0.0.8-1                          OK
python2-pyatspi                                     2.24.0-1                         OK
python2-pycparser                                   2.17-1                           OK
python2-pygame                                      1.9.3-1                          OK
python2-pygments                                    2.2.0-1                          OK
python2-pykde4                                      4.14.3-4                         OK
python2-pylast                                      1.8.0-1                          OK
python2-pyparsing                                   2.1.10-1                         OK
python2-pyportmidi                                  217-4                            OK
python2-pyqt4                                       4.12.1-1                         OK
python2-pyqt5                                       5.9.2-1                          OK
python2-pyqt5-qt3d                                  5.9.2-1                          OK
python2-pyqt5-qtchart                               5.9.2-1                          OK
python2-pyqt5-qtdatavisualization                   5.9.2-1                          OK
python2-pytz                                        2017.3-1                         OK
python2-rdflib                                      4.2.2-1                          OK
python2-reportlab                                   3.4.0-1                          OK
python2-requests                                    2.13.0-1                         OK
python2-rsa                                         3.4.2-1                          OK
python2-service_identity                            16.0.0-1                         OK
python2-setuptools                                  34.3.2-1                         OK
python2-simplegeneric                               0.8.1-3                          OK
python2-simplejson                                  3.10.0-1                         OK
python2-sip                                         4.19.6-1                         OK
python2-six                                         1.10.0-1                         OK
python2-snowballstemmer                             1.2.1-1                          OK
python2-sphinx                                      1.6.5-1                          OK
python2-sphinx_rtd_theme                            0.2.4-1                          OK
python2-sphinxcontrib-websupport                    1.0.1-1                          OK
python2-sqlalchemy                                  1.1.15-1                         OK
python2-test                                        2.7.14-1                         OK
python2-tkinter                                     2.7.14-1                         OK
python2-traitlets                                   4.3.2-1                          OK
python2-twisted                                     16.6.0-1                         OK
python2-typing                                      3.6.2-1                          OK
python2-unidecode                                   0.04.20-1                        OK
python2-urllib3                                     1.20-1                           OK
python2-webencodings                                0.5.1-1                          OK
python2-wheel                                       0.30.0a0-1                       OK
python2-whoosh                                      2.7.4-1                          OK
python2-xapian                                      1.4.5-1                          OK
python2-xdg                                         0.25-6                           OK
python2-yaml                                        3.12-1                           OK
python2-zbar                                        0.10-9                           OK
python2-zbarpygtk                                   0.10-9                           OK
python2-zinnia                                      0.06-9                           OK
python2-zmq                                         16.0.2-1                         OK
python2-zope.interface                              4.3.3-1                          OK
python3                                             3.6.4-1                          OK
python3-alabaster                                   0.7.10-1                         OK
python3-appdirs                                     1.4.3-1                          OK
python3-asn1crypto                                  0.22.0-1                         OK
python3-attrs                                       16.3.0-1                         OK
python3-babel                                       2.5.1-1                          OK
python3-boost.mpi                                   1.64.0-1                         OK
python3-botan                                       1.10.17-1                        OK
python3-boto                                        2.46.1-1                         OK
python3-bs4                                         4.6.0-1                          OK
python3-bsddb3                                      6.2.4-1                          OK
python3-bugzilla                                    2.0.0-1                          OK
python3-caca                                        0.99.beta19-4                    OK
python3-cairo                                       1.12.0-1                         OK
python3-cairo-devel                                 1.12.0-1                         OK
python3-certifi                                     2017.4.17-1                      OK
python3-cffi                                        1.9.1-1                          OK
python3-chardet                                     2.3.0-1                          OK
python3-clang                                       5.0.1-1                          OK
python3-configobj                                   5.0.6-1                          OK
python3-constantly                                  15.1.0-1                         OK
python3-cryptography                                1.8.1-1                          OK
python3-cython                                      0.25.2-1                         OK
python3-dbus                                        1.2.4-2                          OK
python3-decorator                                   4.0.11-1                         OK
python3-devel                                       3.6.4-1                          OK
python3-docutils                                    0.13.1-2                         OK
python3-dropbox                                     6.5.0-1                          OK
python3-enchant                                     1.6.11-1                         OK
python3-ftdi1                                       1.3-1                            OK
python3-future                                      0.16.0-1                         OK
python3-gi                                          3.24.1-1                         OK
python3-gst1.0                                      1.12.4-1                         OK
python3-gv                                          2.40.1-3                         OK
python3-h5py                                        2.5.0-1                          OK
python3-html5lib                                    0.999999999-1                    OK
python3-httplib2                                    0.9.2-1                          OK
python3-idna                                        2.5-1                            OK
python3-imagesize                                   0.7.1-1                          OK
python3-imaging                                     4.1.1-1                          OK
python3-imaging-devel                               4.1.1-1                          OK
python3-imaging-qt                                  4.1.1-1                          OK
python3-imaging-tk                                  4.1.1-1                          OK
python3-incremental                                 16.10.1-1                        OK
python3-ipython                                     4.2.1-1                          OK
python3-ipython_genutils                            0.1.0-1                          OK
python3-isc                                         9.11.2-1                         OK
python3-isodate                                     0.5.4-1                          OK
python3-jinja2                                      2.9.6-1                          OK
python3-libproxy                                    0.4.14-2                         OK
python3-libxml2                                     2.9.4-2                          OK
python3-linkgrammar                                 5.3.16-2                         OK
python3-lockfile                                    0.12.2-1                         OK
python3-lxml                                        3.7.3-1                          OK
python3-magic                                       5.30-1                           OK
python3-mako                                        1.0.6-1                          OK
python3-marisa                                      0.2.4-3                          OK
python3-markupsafe                                  0.23-2                           OK
python3-musicbrainzngs                              0.6-1                            OK
python3-mutagen                                     1.38-1                           OK
python3-nghttp2                                     1.23.1-1                         OK
python3-nose                                        1.3.7-1                          OK
python3-numpy                                       1.11.2-1                         OK
python3-opengl                                      3.1.0-2                          OK
python3-opengl-accelerate                           3.1.0-2                          OK
python3-openssl                                     16.2.0-1                         OK
python3-packaging                                   16.8-1                           OK
python3-pbr                                         1.10.0-1                         OK
python3-pexpect                                     4.2.1-1                          OK
python3-pickleshare                                 0.7.4-1                          OK
python3-pip                                         9.0.1-1                          OK
python3-ply                                         3.9-1                            OK
python3-ptyprocess                                  0.5.1-1                          OK
python3-pyasn1                                      0.2.3-1                          OK
python3-pyasn1-modules                              0.0.8-1                          OK
python3-pyatspi                                     2.24.0-1                         OK
python3-pycparser                                   2.17-1                           OK
python3-pygame                                      1.9.3-1                          OK
python3-pygments                                    2.2.0-1                          OK
python3-pykde4                                      4.14.3-4                         OK
python3-pylast                                      1.8.0-1                          OK
python3-pyparsing                                   2.1.10-1                         OK
python3-pyportmidi                                  217-4                            OK
python3-pyqt4                                       4.12.1-1                         OK
python3-pyqt5                                       5.9.2-1                          OK
python3-pyqt5-qt3d                                  5.9.2-1                          OK
python3-pyqt5-qtchart                               5.9.2-1                          OK
python3-pyqt5-qtdatavisualization                   5.9.2-1                          OK
python3-pytz                                        2017.3-1                         OK
python3-rdflib                                      4.2.2-1                          OK
python3-reportlab                                   3.4.0-1                          OK
python3-requests                                    2.13.0-1                         OK
python3-rsa                                         3.4.2-1                          OK
python3-service_identity                            16.0.0-1                         OK
python3-setuptools                                  34.3.2-1                         OK
python3-simplegeneric                               0.8.1-3                          OK
python3-simplejson                                  3.10.0-1                         OK
python3-sip                                         4.19.6-1                         OK
python3-six                                         1.10.0-1                         OK
python3-snowballstemmer                             1.2.1-1                          OK
python3-speechd                                     0.8.7-1                          OK
python3-sphinx                                      1.6.5-1                          OK
python3-sphinx_rtd_theme                            0.2.4-1                          OK
python3-sphinxcontrib-websupport                    1.0.1-1                          OK
python3-sqlalchemy                                  1.1.15-1                         OK
python3-test                                        3.6.4-1                          OK
python3-tkinter                                     3.6.4-1                          OK
python3-traitlets                                   4.3.2-1                          OK
python3-twisted                                     16.6.0-1                         OK
python3-unidecode                                   0.04.20-1                        OK
python3-urllib3                                     1.20-1                           OK
python3-webencodings                                0.5.1-1                          OK
python3-wheel                                       0.30.0a0-1                       OK
python3-whoosh                                      2.7.4-1                          OK
python3-xapian                                      1.4.5-1                          OK
python3-xdg                                         0.25-6                           OK
python3-yaml                                        3.12-1                           OK
python3-zmq                                         16.0.2-1                         OK
python3-zope.interface                              4.3.3-1                          OK
qt3-devel-tools                                     3.3.8b-20                        OK
qt5-devel-tools                                     5.9.3-1                          OK
qt5-doc-tools                                       5.9.3-1                          OK
qt5-linguist-tools                                  5.9.3-1                          OK
qt5-quickcontrols                                   5.9.3-1                          OK
quilt                                               0.63-1                           OK
R                                                   3.4.3-1                          OK
R_autorebase                                        001001-1                         OK
randrproto                                          1.5.0-1                          OK
rarian                                              0.8.1-12                         OK
rats                                                2.3-1                            OK
rcs                                                 5.9.4-1                          OK
rebase                                              4.4.4-1                          OK
renderproto                                         0.11.1-1                         OK
rgb                                                 1.0.5-1                          OK
rng-tools                                           5-1                              OK
robodoc                                             4.99.43-1                        OK
rsync                                               3.1.2-1                          OK
rtf2html-htdig                                      20040602-1                       OK
ruby                                                2.3.3-1                          OK
ruby-builder                                        3.2.3-1                          OK
ruby-did_you_mean                                   1.0.2-1                          OK
ruby-io-console                                     0.4.6-1                          OK
ruby-json                                           2.0.4-1                          OK
ruby-minitest                                       5.10.3-1                         OK
ruby-minitest4                                      5.10.3-1                         OK
ruby-psych                                          2.2.4-1                          OK
ruby-rake                                           12.1.0-1                         OK
ruby-rdoc                                           5.1.0-1                          OK
rubygems                                            2.6.13-1                         OK
run                                                 1.3.4-2                          OK
rxvt                                                2.7.10-1                         OK
rxvt-unicode                                        9.22-2                           OK
